0,0,0,100,50.5
1,2.5,0.1,100,50.5
2,5,0.2,100,50.5
3,7.5,0.30000000000000004,100,50.5
4,10,0.4,100,50.5
5,12.5,0.5,100,50.5
6,15,0.6000000000000001,100,50.5
7,17.5,0.7000000000000001,100,50.5
8,20,0.8,100,50.5
9,22.5,0.9,100,50.5
10,25,1,100,50.5
11,27.5,1.1,100,50.5
12,30,1.2000000000000002,100,50.5
13,32.5,1.3,100,50.5
14,35,1.4000000000000001,100,50.5
15,37.5,1.5,100,50.5
16,40,1.6,100,50.5
17,42.5,1.7000000000000002,100,50.5
18,45,1.8,100,50.5
19,47.5,1.9000000000000001,100,50.5
20,50,2,100,50.5
21,52.5,2.1,100,50.5
22,55,2.2,100,50.5
23,57.5,2.3000000000000003,100,50.5
24,60,2.4000000000000004,100,50.5
25,62.5,2.5,100,50.5
26,65,2.6,100,50.5
27,67.5,2.7,100,50.5
28,70,2.8000000000000003,100,50.5
29,72.5,2.9000000000000004,100,50.5
30,75,3,100,50.5
31,77.5,3.1,100,50.5
32,80,3.2,100,50.5
33,82.5,3.3000000000000003,100,50.5
34,85,3.4000000000000004,100,50.5
35,87.5,3.5,100,50.5
36,90,3.6,100,50.5
37,92.5,3.7,100,50.5
38,95,3.8000000000000003,100,50.5
39,97.5,3.9000000000000004,100,50.5
40,100,4,100,50.5
41,102.5,4.1000000000000005,100,50.5
42,105,4.2,100,50.5
43,107.5,4.3,100,50.5
44,110,4.4,100,50.5
45,112.5,4.5,100,50.5
46,115,4.6000000000000005,100,50.5
47,117.5,4.7,100,50.5
48,120,4.800000000000001,100,50.5
49,122.5,4.9,100,50.5
50,125,5,100,50.5
51,127.5,5.1000000000000005,100,50.5
52,130,5.2,100,50.5
53,132.5,5.300000000000001,100,50.5
54,135,5.4,100,50.5
55,137.5,5.5,100,50.5
56,140,5.6000000000000005,100,50.5
57,142.5,5.7,100,50.5
58,145,5.800000000000001,100,50.5
59,147.5,5.9,100,50.5
60,150,6,100,50.5
61,152.5,6.1000000000000005,100,50.5
62,155,6.2,100,50.5
63,157.5,6.300000000000001,100,50.5
64,160,6.4,100,50.5
65,162.5,6.5,100,50.5
66,165,6.6000000000000005,100,50.5
67,167.5,6.7,100,50.5
68,170,6.800000000000001,100,50.5
69,172.5,6.9,100,50.5
70,175,7,100,50.5
71,177.5,7.1000000000000005,100,50.5
72,180,7.2,100,50.5
73,182.5,7.300000000000001,100,50.5
74,185,7.4,100,50.5
75,187.5,7.5,100,50.5
76,190,7.6000000000000005,100,50.5
77,192.5,7.7,100,50.5
78,195,7.800000000000001,100,50.5
79,197.5,7.9,100,50.5
80,200,8,100,50.5
81,202.5,8.1,100,50.5
82,205,8.200000000000001,100,50.5
83,207.5,8.3,100,50.5
84,210,8.4,100,50.5
85,212.5,8.5,100,50.5
86,215,8.6,100,50.5
87,217.5,8.700000000000001,100,50.5
88,220,8.8,100,50.5
89,222.5,8.9,100,50.5
90,225,9,100,50.5
91,227.5,9.1,100,50.5
92,230,9.200000000000001,100,50.5
93,232.5,9.3,100,50.5
94,235,9.4,100,50.5
95,237.5,9.5,100,50.5
96,240,9.600000000000001,100,50.5
97,242.5,9.700000000000001,100,50.5
98,245,9.8,100,50.5
99,247.5,9.9,100,50.5
100,250,10,100,50.5
101,252.5,10.100000000000001,100,50.5
102,255,10.200000000000001,100,50.5
103,257.5,10.3,100,50.5
104,260,10.4,100,50.5
105,262.5,10.5,100,50.5
106,265,10.600000000000001,100,50.5
107,267.5,10.700000000000001,100,50.5
108,270,10.8,100,50.5
109,272.5,10.9,100,50.5
110,275,11,100,50.5
111,277.5,11.100000000000001,100,50.5
112,280,11.200000000000001,100,50.5
113,282.5,11.3,100,50.5
114,285,11.4,100,50.5
115,287.5,11.5,100,50.5
116,290,11.600000000000001,100,50.5
117,292.5,11.700000000000001,100,50.5
118,295,11.8,100,50.5
119,297.5,11.9,100,50.5
120,300,12,100,50.5
121,302.5,12.100000000000001,100,50.5
122,305,12.200000000000001,100,50.5
123,307.5,12.3,100,50.5
124,310,12.4,100,50.5
125,312.5,12.5,100,50.5
126,315,12.600000000000001,100,50.5
127,317.5,12.700000000000001,100,50.5
128,320,12.8,100,50.5
129,322.5,12.9,100,50.5
130,325,13,100,50.5
131,327.5,13.100000000000001,100,50.5
132,330,13.200000000000001,100,50.5
133,332.5,13.3,100,50.5
134,335,13.4,100,50.5
135,337.5,13.5,100,50.5
136,340,13.600000000000001,100,50.5
137,342.5,13.700000000000001,100,50.5
138,345,13.8,100,50.5
139,347.5,13.9,100,50.5
140,350,14,100,50.5
141,352.5,14.100000000000001,100,50.5
142,355,14.200000000000001,100,50.5
143,357.5,14.3,100,50.5
144,360,14.4,100,50.5
145,362.5,14.5,100,50.5
146,365,14.600000000000001,100,50.5
147,367.5,14.700000000000001,100,50.5
148,370,14.8,100,50.5
149,372.5,14.9,100,50.5
150,375,15,100,50.5
151,377.5,15.100000000000001,100,50.5
152,380,15.200000000000001,100,50.5
153,382.5,15.3,100,50.5
154,385,15.4,100,50.5
155,387.5,15.5,100,50.5
156,390,15.600000000000001,100,50.5
157,392.5,15.700000000000001,100,50.5
158,395,15.8,100,50.5
159,397.5,15.9,100,50.5
160,400,16,100,50.5
161,402.5,16.1,100,50.5
162,405,16.2,100,50.5
163,407.5,16.3,100,50.5
164,410,16.400000000000002,100,50.5
165,412.5,16.5,100,50.5
166,415,16.6,100,50.5
167,417.5,16.7,100,50.5
168,420,16.8,100,50.5
169,422.5,16.900000000000002,100,50.5
170,425,17,100,50.5
171,427.5,17.1,100,50.5
172,430,17.2,100,50.5
173,432.5,17.3,100,50.5
174,435,17.400000000000002,100,50.5
175,437.5,17.5,100,50.5
176,440,17.6,100,50.5
177,442.5,17.7,100,50.5
178,445,17.8,100,50.5
179,447.5,17.900000000000002,100,50.5
180,450,18,100,50.5
181,452.5,18.1,100,50.5
182,455,18.2,100,50.5
183,457.5,18.3,100,50.5
184,460,18.400000000000002,100,50.5
185,462.5,18.5,100,50.5
186,465,18.6,100,50.5
187,467.5,18.7,100,50.5
188,470,18.8,100,50.5
189,472.5,18.900000000000002,100,50.5
190,475,19,100,50.5
191,477.5,19.1,100,50.5
192,480,19.200000000000003,100,50.5
193,482.5,19.3,100,50.5
194,485,19.400000000000002,100,50.5
195,487.5,19.5,100,50.5
196,490,19.6,100,50.5
197,492.5,19.700000000000003,100,50.5
198,495,19.8,100,50.5
199,497.5,19.900000000000002,100,50.5
200,500,20,100,50.5
201,502.5,20.1,100,50.5
202,505,20.200000000000003,100,50.5
203,507.5,20.3,100,50.5
204,510,20.400000000000002,100,50.5
205,512.5,20.5,100,50.5
206,515,20.6,100,50.5
207,517.5,20.700000000000003,100,50.5
208,520,20.8,100,50.5
209,522.5,20.900000000000002,100,50.5
210,525,21,100,50.5
211,527.5,21.1,100,50.5
212,530,21.200000000000003,100,50.5
213,532.5,21.3,100,50.5
214,535,21.400000000000002,100,50.5
215,537.5,21.5,100,50.5
216,540,21.6,100,50.5
217,542.5,21.700000000000003,100,50.5
218,545,21.8,100,50.5
219,547.5,21.900000000000002,100,50.5
220,550,22,100,50.5
221,552.5,22.1,100,50.5
222,555,22.200000000000003,100,50.5
223,557.5,22.3,100,50.5
224,560,22.400000000000002,100,50.5
225,562.5,22.5,100,50.5
226,565,22.6,100,50.5
227,567.5,22.700000000000003,100,50.5
228,570,22.8,100,50.5
229,572.5,22.900000000000002,100,50.5
230,575,23,100,50.5
231,577.5,23.1,100,50.5
232,580,23.200000000000003,100,50.5
233,582.5,23.3,100,50.5
234,585,23.400000000000002,100,50.5
235,587.5,23.5,100,50.5
236,590,23.6,100,50.5
237,592.5,23.700000000000003,100,50.5
238,595,23.8,100,50.5
239,597.5,23.900000000000002,100,50.5
240,600,24,100,50.5
241,602.5,24.1,100,50.5
242,605,24.200000000000003,100,50.5
243,607.5,24.3,100,50.5
244,610,24.400000000000002,100,50.5
245,612.5,24.5,100,50.5
246,615,24.6,100,50.5
247,617.5,24.700000000000003,100,50.5
248,620,24.8,100,50.5
249,622.5,24.900000000000002,100,50.5
250,625,25,100,50.5
251,627.5,25.1,100,50.5
252,630,25.200000000000003,100,50.5
253,632.5,25.3,100,50.5
254,635,25.400000000000002,100,50.5
255,637.5,25.5,100,50.5
256,640,25.6,100,50.5
257,642.5,25.700000000000003,100,50.5
258,645,25.8,100,50.5
259,647.5,25.900000000000002,100,50.5
260,650,26,100,50.5
261,652.5,26.1,100,50.5
262,655,26.200000000000003,100,50.5
263,657.5,26.3,100,50.5
264,660,26.400000000000002,100,50.5
265,662.5,26.5,100,50.5
266,665,26.6,100,50.5
267,667.5,26.700000000000003,100,50.5
268,670,26.8,100,50.5
269,672.5,26.900000000000002,100,50.5
270,675,27,100,50.5
271,677.5,27.1,100,50.5
272,680,27.200000000000003,100,50.5
273,682.5,27.3,100,50.5
274,685,27.400000000000002,100,50.5
275,687.5,27.5,100,50.5
276,690,27.6,100,50.5
277,692.5,27.700000000000003,100,50.5
278,695,27.8,100,50.5
279,697.5,27.900000000000002,100,50.5
280,700,28,100,50.5
281,702.5,28.1,100,50.5
282,705,28.200000000000003,100,50.5
283,707.5,28.3,100,50.5
284,710,28.400000000000002,100,50.5
285,712.5,28.5,100,50.5
286,715,28.6,100,50.5
287,717.5,28.700000000000003,100,50.5
288,720,28.8,100,50.5
289,722.5,28.900000000000002,100,50.5
290,725,29,100,50.5
291,727.5,29.1,100,50.5
292,730,29.200000000000003,100,50.5
293,732.5,29.3,100,50.5
294,735,29.400000000000002,100,50.5
295,737.5,29.5,100,50.5
296,740,29.6,100,50.5
297,742.5,29.700000000000003,100,50.5
298,745,29.8,100,50.5
299,747.5,29.900000000000002,100,50.5
300,750,30,100,50.5
301,752.5,30.1,100,50.5
302,755,30.200000000000003,100,50.5
303,757.5,30.3,100,50.5
304,760,30.400000000000002,100,50.5
305,762.5,30.5,100,50.5
306,765,30.6,100,50.5
307,767.5,30.700000000000003,100,50.5
308,770,30.8,100,50.5
309,772.5,30.900000000000002,100,50.5
310,775,31,100,50.5
311,777.5,31.1,100,50.5
312,780,31.200000000000003,100,50.5
313,782.5,31.3,100,50.5
314,785,31.400000000000002,100,50.5
315,787.5,31.5,100,50.5
316,790,31.6,100,50.5
317,792.5,31.700000000000003,100,50.5
318,795,31.8,100,50.5
319,797.5,31.900000000000002,100,50.5
320,800,32,100,50.5
321,802.5,32.1,100,50.5
322,805,32.2,100,50.5
323,807.5,32.300000000000004,100,50.5
324,810,32.4,100,50.5
325,812.5,32.5,100,50.5
326,815,32.6,100,50.5
327,817.5,32.7,100,50.5
328,820,32.800000000000004,100,50.5
329,822.5,32.9,100,50.5
330,825,33,100,50.5
331,827.5,33.1,100,50.5
332,830,33.2,100,50.5
